dateandtime,vehid,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 06:44:40.800,69,"[1395.2438506632907, 1542.350334018464]","[114.31746338264475, 30.510450984341908]",24.1,-268013263#0,-268013263#0_0,94.93,271.08,()
2023-03-02 06:44:40.801,70,"[2257.2452590003536, 1129.695866597847]","[114.32653921838106, 30.5069158174312]",31.8,:10102443100_1,:10102443100_1_0,69.85,193.12,()
2023-03-02 06:44:40.802,71,"[1430.8932177781362, 1608.7592837864283]","[114.31781807053231, 30.511057236941134]",37.71,-268013268#1,-268013268#1_0,53.11,271.19,()
2023-03-02 06:44:40.802,72,"[2556.77334704539, 854.3004307191169]","[114.32972527762053, 30.504497344940642]",26.35,-725894815#2,-725894815#2_0,16.7,19.16,()
2023-03-02 06:44:40.804,73,"[800.5197681551207, 2291.793034232513]","[114.31108591461908, 30.517078741710236]",7.21,231791565#5,231791565#5_0,2.0,232.17,()
2023-03-02 06:44:40.807,11,"[538.5594954551602, 1661.796988632349]","[114.30851514438773, 30.511343671961516]",62.08,236669232#0,236669232#0_1,3119.99,180.85,()
2023-03-02 06:44:40.808,14,"[1301.528361320521, 1715.3597031154413]","[114.31644488690593, 30.51199038811387]",95.71,-231793627#1,-231793627#1_0,2550.24,269.93,()
2023-03-02 06:44:40.808,17,"[540.2105262507974, 1559.1597178022928]","[114.30855783476073, 30.510418863521902]",93.56,457336155#4,457336155#4_0,3445.0,3.08,()
2023-03-02 06:44:40.809,19,"[1041.9458119251547, 1721.5988167122673]","[114.31374089224872, 30.51199091603669]",61.8,-236669235#5,-236669235#5_0,3381.91,270.64,()
2023-03-02 06:44:40.810,20,"[1012.4393507942672, 2356.9987253250497]","[114.31327608858042, 30.517712039840493]",68.61,231793622#2,231793622#2_0,2508.93,354.02,"(('838310065', 0, 551.5312487067208, 'r'),)"
2023-03-02 06:44:40.811,23,"[2274.781448638738, 693.0430799970436]","[114.32682951004634, 30.502983550700726]",40.57,268599172#5,268599172#5_0,2997.21,193.01,()
2023-03-02 06:44:40.811,24,"[2196.6346151927887, 945.1140680918672]","[114.3259538013433, 30.505239035470577]",82.4,-231820215#1,-231820215#1_0,2576.59,111.05,()
2023-03-02 06:44:40.812,25,"[2721.515607739936, 1827.974839411184]","[114.3312003952757, 30.51330927506434]",36.08,:2483380333_2,:2483380333_2_0,2173.56,30.56,()
2023-03-02 06:44:40.813,29,"[1631.914292505556, 1338.8998023539684]","[114.31997760206076, 30.50866780445826]",93.0,161503499#2,161503499#2_0,2573.18,0.74,()
2023-03-02 06:44:40.814,30,"[705.1659756674591, 1727.895709603518]","[114.31023320929806, 30.51197531313699]",117.54,-236669235#1,-236669235#1_0,2297.57,271.17,()
2023-03-02 06:44:40.814,31,"[1994.3756074107607, 1725.5680102938893]","[114.32365545646564, 30.512230829772836]",25.33,-279360279#2,-279360279#2_0,1752.9,8.11,()
2023-03-02 06:44:40.815,32,"[1471.3867734083403, 2084.794534099877]","[114.3181217681784, 30.515356891636713]",99.76,231793626#2,231793626#2_0,1703.89,274.54,()
2023-03-02 06:44:40.816,33,"[633.2652548386264, 2595.940527825214]","[114.30926901454443, 30.519784333489298]",34.07,:2401209585_7,:2401209585_7_0,2897.83,78.92,()
2023-03-02 06:44:40.819,37,"[1261.6286479229175, 1712.1100703001016]","[114.31603030595257, 30.51195253645684]",94.74,231793627#0,231793627#0_0,1848.19,89.94,()
2023-03-02 06:44:40.819,38,"[2559.733828479478, 1238.3341528111594]","[114.32966144354164, 30.507959686626712]",30.32,-688038729#1,-688038729#1_0,1499.33,194.28,()
2023-03-02 06:44:40.819,41,"[1118.04223525782, 921.0351033519199]","[114.31473155785196, 30.50479100135789]",101.79,-70203362#3,-70203362#3_0,1669.22,178.35,()
2023-03-02 06:44:40.820,43,"[1692.7418160490558, 1901.3204814413857]","[114.32047172000324, 30.513750494562412]",100.12,231793617#2,231793617#2_0,1987.71,16.9,()
2023-03-02 06:44:40.821,45,"[507.1954071980288, 1146.6052250331315]","[114.30831663803775, 30.506693028883895]",32.61,:1148784410_1,:1148784410_1_0,1708.5,184.01,()
2023-03-02 06:44:40.821,46,"[1888.839385569007, 1719.9251463394667]","[114.32255813066187, 30.512157382277245]",105.57,:2713725851_14,:2713725851_14_0,1482.58,91.77,()
2023-03-02 06:44:40.822,47,"[488.738756381266, 801.4305372550822]","[114.30821025940571, 30.50357768114313]",47.7,231808165#1,231808165#1_1,1425.09,182.13,()
2023-03-02 06:44:40.824,48,"[1223.6653539928943, 2329.015869553231]","[114.31548217378992, 30.517505156355398]",42.6,231791571,231791571_0,1064.63,61.3,()
2023-03-02 06:44:40.825,49,"[2837.6409316186305, 1493.2611000295385]","[114.33249181034174, 30.51031690374693]",47.47,99478595#1,99478595#1_0,639.52,104.77,()
2023-03-02 06:44:40.826,50,"[1954.88591547516, 1724.886261521638]","[114.32324450395748, 30.512216235559094]",40.94,779834469#7,779834469#7_0,690.75,282.84,()
2023-03-02 06:44:40.826,51,"[1780.667205290819, 1722.4227088483233]","[114.32143135171441, 30.51215673911178]",78.86,642235997#1,642235997#1_0,723.3,268.04,()
2023-03-02 06:44:40.827,52,"[780.6078047397788, 1726.3495094487823]","[114.31101899596432, 30.511977593919212]",116.49,-236669235#2,-236669235#2_0,907.46,271.17,()
2023-03-02 06:44:40.828,53,"[1542.632233006001, 1713.3418941272482]","[114.31895546368779, 30.512023894778217]",99.24,231793627#4,231793627#4_0,1314.35,89.36,()
2023-03-02 06:44:40.829,54,"[1713.03874195431, 1968.1369827189292]","[114.32066650180396, 30.51435712596769]",104.36,231793617#2,231793617#2_0,853.74,16.9,()
2023-03-02 06:44:40.830,56,"[674.8447661621282, 1726.7032506382886]","[114.30991784038287, 30.51195804476242]",7.92,:2401208970_8,:2401208970_8_0,818.19,73.73,()
2023-03-02 06:44:40.830,57,"[1828.4470146554897, 2329.7588469609063]","[114.32177859650567, 30.51764150128518]",78.68,799269880,799269880_0,926.05,16.08,()
2023-03-02 06:44:40.831,58,"[525.1999824248338, 1411.0372584168103]","[114.30843837095439, 30.50908047084094]",78.33,236669232#4,236669232#4_1,513.89,183.16,()
2023-03-02 06:44:40.832,59,"[559.561041633396, 2020.4698633046085]","[114.30864466205908, 30.51458123622237]",63.29,231793625#0,231793625#0_0,709.66,182.97,()
2023-03-02 06:44:40.833,60,"[1472.7220363031436, 1888.696245382268]","[114.31818422701478, 30.513589551599246]",51.03,231791586#2,231791586#2_0,388.11,3.62,()
2023-03-02 06:44:40.834,61,"[2158.826167035425, 966.5211236388938]","[114.32555492673073, 30.505423919133598]",92.18,231820215#1,231820215#1_1,422.47,291.05,()
2023-03-02 06:44:40.835,62,"[2686.674537407851, 2383.6565447132475]","[114.33070070715868, 30.518310796761064]",31.43,97049435#2,97049435#2_1,347.22,232.68,()
2023-03-02 06:44:40.836,63,"[2374.3895132178877, 2166.22300970098]","[114.32750299972069, 30.516284155112324]",85.48,-134626495,-134626495_0,642.85,67.6,()
2023-03-02 06:44:40.837,64,"[1621.1546999903426, 581.7380228504448]","[114.32005288151716, 30.501840437751863]",72.36,998139966#1,998139966#1_0,317.68,0.55,"(('3684963096', 5, 2641.2619340303777, 'y'), ('2401503980', 5, 2817.1919340303775, 'r'), ('3799178055', 0, 2834.2219340303777, 'G'))"
2023-03-02 06:44:40.838,65,"[736.5852830780977, 1665.9763711986102]","[114.3105756803878, 30.51142393156837]",26.19,:2751749667_7,:2751749667_7_0,258.79,75.81,()
2023-03-02 06:44:40.839,66,"[1700.860737817663, 462.03308061694617]","[114.3209121936341, 30.50077848210355]",44.9,-345687070#0,-345687070#0_0,199.66,270.3,()
2023-03-02 06:44:40.839,67,"[1009.0404665536903, 2403.2046737799465]","[114.31322923769802, 30.518127807407986]",51.02,231793622#3,231793622#3_0,130.53,356.33,"(('838310065', 0, 505.19472322942147, 'r'),)"
2023-03-02 06:44:40.840,68,"[1213.1053636089052, 2326.8880055679833]","[114.3153727576774, 30.517483709426838]",36.88,-231791571,-231791571_0,142.87,241.3,()
2023-03-02 06:44:40.841,69,"[1386.2929725471558, 1542.5186550506753]","[114.31737015692786, 30.51045058230935]",32.23,-268013263#0,-268013263#0_0,103.88,271.08,()
2023-03-02 06:44:40.842,70,"[2254.9270249342503, 1119.782917471145]","[114.32651753108999, 30.506825966232384]",36.66,1072226224#1,1072226224#1_0,80.03,193.17,()
2023-03-02 06:44:40.843,71,"[1423.4652506145135, 1608.9136311560621]","[114.31774070219768, 30.511057035684548]",26.74,-268013268#1,-268013268#1_0,60.53,271.19,()
2023-03-02 06:44:40.843,72,"[2559.634163540773, 862.5350995356193]","[114.3297530294999, 30.504572183411607]",31.38,-725894815#2,-725894815#2_0,25.41,19.16,()
2023-03-02 06:44:40.844,73,"[797.448121934801, 2289.407561082419]","[114.31105452723762, 30.517056578915852]",14.0,231791565#5,231791565#5_0,5.89,232.17,()
2023-03-02 06:44:40.850,11,"[537.9768779542118, 1642.7999694044163]","[114.30851379926597, 30.511172309114162]",68.19,236669232#1,236669232#1_1,3138.93,182.67,()
2023-03-02 06:44:40.851,14,"[1274.4228240598602, 1715.3245848058234]","[114.31616270645692, 30.51198425683174]",97.58,-231793627#0,-231793627#0_0,2577.35,269.93,()
2023-03-02 06:44:40.852,17,"[541.6043124023129, 1585.0606719526309]","[114.30856590938177, 30.510652632384613]",93.38,457336155#4,457336155#4_0,3470.94,3.08,()
2023-03-02 06:44:40.853,19,"[1022.2217520223253, 1721.8205377428965]","[114.31353549531812, 30.51198867917987]",71.01,-236669235#5,-236669235#5_0,3401.64,270.64,()
2023-03-02 06:44:40.854,20,"[1010.9776319986289, 2376.6435064109505]","[114.31325599621933, 30.517888802749475]",70.92,:2401209472_4,:2401209472_4_0,2528.63,355.74,"(('838310065', 0, 531.8305172151665, 'r'),)"
2023-03-02 06:44:40.855,23,"[2272.2396725445233, 682.0391534794246]","[114.32680576517649, 30.502883817646705]",40.66,268599172#5,268599172#5_0,3008.5,193.01,()
2023-03-02 06:44:40.856,24,"[2217.030617940804, 937.5234123784855]","[114.32616799947722, 30.505174971520184]",78.18,:4534995022_8,:4534995022_8_0,2598.31,109.87,()
2023-03-02 06:44:40.857,25,"[2723.0988133671417, 1834.8030936500652]","[114.33121519557893, 30.51337116324935]",25.59,240617302#3,240617302#3_0,2180.67,7.27,()
2023-03-02 06:44:40.858,29,"[1632.2144276519705, 1363.675640405602]","[114.31997459722926, 30.508891198219175]",89.22,:2733773962_3,:2733773962_3_0,2597.96,0.64,()
2023-03-02 06:44:40.858,30,"[673.045225130331, 1728.5572205643696]","[114.30989864546213, 30.511974369346103]",115.65,-236669235#0,-236669235#0_0,2329.69,271.19,()
2023-03-02 06:44:40.859,31,"[1996.0373283270937, 1734.87001027971]","[114.32367045798513, 30.512315033735035]",34.02,-279360279#2,-279360279#2_0,1762.35,10.13,()
2023-03-02 06:44:40.860,32,"[1443.5898744822475, 2086.999706998207]","[114.31783182493696, 30.515370809101366]",100.39,231793626#2,231793626#2_0,1731.78,274.54,()
2023-03-02 06:44:40.861,33,"[640.5097318220495, 2604.095392040763]","[114.30934241426999, 30.519859399194765]",40.27,231791563#1,231791563#1_0,2909.01,30.84,()
2023-03-02 06:44:40.861,37,"[1288.0833736113964, 1712.1423380189049]","[114.31630571154625, 30.511958502712186]",95.24,:2733773949_7,:2733773949_7_0,1874.64,89.92,()
2023-03-02 06:44:40.862,38,"[2558.4124623001885, 1233.1421036198997]","[114.32964896733857, 30.507912603085895]",19.29,-688038729#1,-688038729#1_0,1504.69,194.28,()
2023-03-02 06:44:40.863,41,"[1118.832561556614, 893.6187600396687]","[114.31474657986568, 30.504544040877782]",98.74,-70203362#3,-70203362#3_0,1696.65,178.35,()
2023-03-02 06:44:40.863,43,"[1701.5235793660825, 1930.2296227877264]","[114.32055599494872, 30.514012962580466]",108.77,231793617#2,231793617#2_0,2017.92,16.9,()
2023-03-02 06:44:40.864,45,"[506.30876527915535, 1135.2212170729993]","[114.30831023632153, 30.50659022361616]",41.16,231808165#0,231808165#0_0,1719.93,184.88,()
2023-03-02 06:44:40.865,46,"[1917.867475873694, 1717.415934778405]","[114.32286095734429, 30.5121409765314]",104.95,-642235997#0,-642235997#0_0,1511.73,98.45,()
2023-03-02 06:44:40.866,47,"[488.4140137849662, 792.6873013733091]","[114.30820905095683, 30.50349880043367]",31.5,231808165#1,231808165#1_1,1433.84,182.13,()
2023-03-02 06:44:40.867,49,"[2851.788941220953, 1489.108828457999]","[114.33264012372577, 30.510282491310658]",53.08,99478595#1,99478595#1_0,654.27,106.36,()
2023-03-02 06:44:40.868,50,"[1944.4762436794217, 1727.2585424361982]","[114.3231355442587, 30.51223539196]",38.44,779834469#7,779834469#7_0,701.43,282.84,()
2023-03-02 06:44:40.870,51,"[1757.3917266167516, 1721.628112591217]","[114.32118923147787, 30.51214459280301]",83.84,642235997#1,642235997#1_0,746.59,268.04,()
2023-03-02 06:44:40.871,52,"[749.2994423946459, 1726.9891307999685]","[114.3106928949228, 30.511976629475658]",112.73,-236669235#2,-236669235#2_0,938.77,271.17,()
2023-03-02 06:44:40.872,53,"[1569.6814954109727, 1713.643811692215]","[114.31923699301055, 30.512032412888715]",97.38,231793627#4,231793627#4_0,1341.4,89.36,()
2023-03-02 06:44:40.873,54,"[1721.8633087014482, 1997.187030893037]","[114.32075118845067, 30.514620873202038]",109.3,231793617#2,231793617#2_0,884.1,16.9,()
2023-03-02 06:44:40.874,56,"[674.8848940121072, 1726.7787292132493]","[114.30991823939654, 30.511958733749296]",0.31,:2401208970_8,:2401208970_8_0,818.28,72.65,()
2023-03-02 06:44:40.875,57,"[1834.5182227346768, 2350.8146151307374]","[114.32183659902668, 30.51783259801623]",78.89,799269880,799269880_0,947.97,16.08,()
2023-03-02 06:44:40.875,58,"[523.9129789193423, 1387.7011067489557]","[114.30843077086716, 30.50886984383508]",84.14,236669232#4,236669232#4_1,537.26,183.16,()
2023-03-02 06:44:40.876,59,"[558.5630123234398, 2001.2425231291268]","[114.30863904952, 30.51440770796789]",69.31,231793625#0,231793625#0_0,728.92,182.97,()
2023-03-02 06:44:40.877,60,"[1473.6108157753554, 1902.7258019296717]","[114.31819000624779, 30.513716204316985]",50.6,231791586#2,231791586#2_0,402.17,3.62,()
2023-03-02 06:44:40.878,61,"[2134.6487798484104, 975.8263379533574]","[114.32530093969679, 30.505502628816746]",93.26,231820215#1,231820215#1_1,448.38,291.05,()
2023-03-02 06:44:40.879,62,"[2679.722204893618, 2378.356368954016]","[114.33062962909518, 30.518261536888275]",31.47,97049435#2,97049435#2_1,355.96,232.68,()
2023-03-02 06:44:40.880,63,"[2397.3142655250717, 2175.6739318835]","[114.3277393444266, 30.51637424394423]",89.27,-134626495,-134626495_0,667.65,67.6,()
2023-03-02 06:44:40.881,64,"[1621.3667588226035, 603.7571225158398]","[114.3200496432531, 30.502038963609095]",79.28,998139966#1,998139966#1_0,339.7,0.55,"(('3684963096', 5, 2619.2408888711084, 'y'), ('2401503980', 5, 2795.170888871108, 'r'), ('3799178055', 0, 2812.2008888711084, 'G'))"
2023-03-02 06:44:40.882,65,"[739.3496431513036, 1671.5051422824154]","[114.31060308646072, 30.511474361788487]",23.22,:2751749667_7,:2751749667_7_0,265.24,18.93,()
2023-03-02 06:44:40.883,66,"[1687.8757787220563, 462.1015713999295]","[114.32077700845429, 30.5007763195532]",46.75,-345687070#0,-345687070#0_0,212.64,270.3,()
2023-03-02 06:44:40.884,67,"[1009.7871303156702, 2419.427326719632]","[114.31323298653025, 30.51827419781139]",58.47,231793622#3,231793622#3_0,146.77,2.64,"(('838310065', 0, 488.95433935838685, 'r'),)"
2023-03-02 06:44:40.884,68,"[1202.849133274031, 2321.273379804648]","[114.31526736858045, 30.517430898091316]",42.09,-231791571,-231791571_0,154.56,241.3,()
2023-03-02 06:44:40.886,69,"[1377.3202250699574, 1542.6873873356574]","[114.317276703442, 30.510450179227533]",32.31,-268013263#0,-268013263#0_0,112.86,271.08,()
2023-03-02 06:44:40.887,70,"[2253.101804387401, 1111.983550680617]","[114.32650045467199, 30.50675527232008]",28.85,1072226224#1,1072226224#1_0,88.05,193.17,()
2023-03-02 06:44:40.888,71,"[1420.117532333209, 1608.983194133336]","[114.3177058329834, 30.511056944964963]",12.05,-268013268#1,-268013268#1_0,63.88,271.19,()
2023-03-02 06:44:40.889,72,"[2563.3002405590128, 873.0876568736081]","[114.32978859301414, 30.50466808735423]",40.22,-725894815#2,-725894815#2_0,36.59,19.16,()
2023-03-02 06:44:40.890,73,"[793.291302511483, 2286.179330872013]","[114.31101205111999, 30.517026586279734]",18.95,231791565#5,231791565#5_0,11.16,232.17,()
2023-03-02 06:44:40.891,74,"[2171.408372123431, 1849.7519861401674]","[114.32546785480926, 30.513388089489656]",0.0,-240079273,-240079273_0,0.0,283.86,()
2023-03-02 06:44:40.895,11,"[536.8505123815421, 1622.3608157584201]","[114.30850715172106, 30.510987830005657]",73.7,236669232#1,236669232#1_1,3159.41,183.15,()
2023-03-02 06:44:40.896,14,"[1247.659746383769, 1715.294183733113]","[114.31588409018478, 30.51197824093733]",96.35,-231793627#0,-231793627#0_0,2604.11,269.93,()
2023-03-02 06:44:40.898,17,"[542.9573976064794, 1610.2052737959712]","[114.3085737482044, 30.510879574789982]",90.65,457336155#4,457336155#4_0,3496.12,3.08,()
2023-03-02 06:44:40.899,19,"[999.9532943110707, 1722.068548836377]","[114.31330360286083, 30.511986132540997]",80.17,-236669235#4,-236669235#4_0,3423.91,270.64,()
2023-03-02 06:44:40.901,20,"[1009.5271434142259, 2395.9971740384044]","[114.31323609290936, 30.51806294397984]",69.87,231793622#3,231793622#3_0,2548.04,355.71,"(('838310065', 0, 512.4219302641803, 'r'),)"
2023-03-02 06:44:40.902,23,"[2269.7771176649485, 671.3781936088363]","[114.32678276041761, 30.502787193035957]",39.39,268599172#5,268599172#5_0,3019.45,193.01,()
2023-03-02 06:44:40.907,24,"[2237.586244629433, 930.3925338431179]","[114.32638374559983, 30.505115085764164]",78.32,-236668173#3,-236668173#3_0,2620.07,109.09,()
2023-03-02 06:44:40.908,25,"[2726.5178023429244, 1840.0647225288074]","[114.33124949432283, 30.51341932138988]",23.49,:2483380335_0,:2483380335_0_0,2187.19,39.73,()
2023-03-02 06:44:40.909,29,"[1632.4604197647118, 1388.8478875440103]","[114.31997093061801, 30.509118153606728]",90.64,161503499#3,161503499#3_0,2623.14,0.55,()
2023-03-02 06:44:40.910,30,"[642.2664989969007, 1729.201814451034]","[114.30957805731309, 30.5119735608212]",110.83,-236669235#0,-236669235#0_0,2360.48,271.2,()
2023-03-02 06:44:40.911,31,"[1998.0682608031932, 1746.2387868764247]","[114.32368879266373, 30.512417946659316]",41.58,-279360279#2,-279360279#2_0,1773.9,10.13,()
2023-03-02 06:44:40.912,32,"[1415.7965791118677, 2089.2045940206403]","[114.31754191925172, 30.515384724110877]",100.38,231793626#2,231793626#2_0,1759.66,274.54,()
2023-03-02 06:44:40.913,33,"[652.8062377742173, 2606.824697307807]","[114.30946976163571, 30.519886646161208]",47.02,231791563#1,231791563#1_0,2922.07,95.62,()
2023-03-02 06:44:40.913,37,"[1314.6446059426144, 1712.1757229713585]","[114.31658222575777, 30.511964501302955]",95.62,231793627#1,231793627#1_0,1901.2,89.93,()
2023-03-02 06:44:40.914,38,"[2556.768588911964, 1226.661332579328]","[114.32963345136801, 30.507853834075647]",24.07,:6450706972_1,:6450706972_1_0,1511.37,194.22,()
2023-03-02 06:44:40.916,41,"[1119.6407351936061, 865.583294281415]","[114.31476194098028, 30.50429150346173]",100.97,-70203362#3,-70203362#3_0,1724.7,178.35,()
2023-03-02 06:44:40.917,43,"[1710.0941080375626, 1958.4433898675447]","[114.3206382431503, 30.514269117213544]",106.15,231793617#2,231793617#2_0,2047.41,16.9,()
2023-03-02 06:44:40.918,45,"[505.16680776586713, 1121.8572068001442]","[114.30830166867494, 30.506469515841324]",48.29,231808165#0,231808165#0_0,1733.34,184.88,()
2023-03-02 06:44:40.919,46,"[1946.7384089427676, 1711.4759119906807]","[114.32316299570641, 30.512093611040637]",106.27,779834472,779834472_0,1541.25,105.47,()
2023-03-02 06:44:40.919,47,"[488.9426467706087, 785.8929808132915]","[114.30821624179325, 30.503437670668752]",24.63,:2401390751_3,:2401390751_3_0,1440.68,174.05,()
2023-03-02 06:44:40.920,49,"[2868.2751648919934, 1484.2703190283707]","[114.33281294845834, 30.51024239137659]",61.85,99478595#1,99478595#1_0,671.45,106.36,()
